payment_record_id,loan_id,snapshot_date,days_past_due,delinquent_flag
P0033078,L021768,2023-09-27,110,1
P0033079,L021768,2023-10-27,154,1
P0033080,L021768,2023-11-26,180,1
P0033081,L021768,2023-12-26,180,1
P0033082,L021768,2024-01-25,180,1
P0033083,L021768,2024-02-24,180,1
P0033084,L021769,2023-01-29,19,0
P0033085,L021770,2021-12-05,28,0
P0033086,L021770,2022-01-04,56,0
P0033087,L021770,2022-02-03,98,1
P0033088,L021770,2022-03-05,120,1
P0033089,L021770,2022-04-04,158,1
P0033090,L021770,2022-05-04,180,1
P0033091,L021770,2022-06-03,180,1
P0033092,L021770,2022-07-03,180,1
P0033093,L021771,2021-03-28,40,0
P0033094,L021771,2021-04-27,83,0
P0033095,L021771,2021-05-27,127,1
P0033096,L021771,2021-06-26,163,1
P0033097,L021771,2021-07-26,178,1
P0033098,L021771,2021-08-25,180,1
P0033099,L021772,2024-02-10,19,0
P0033100,L021772,2024-03-11,46,0
P0033101,L021772,2024-04-10,70,0
P0033102,L021772,2024-05-10,101,1
P0033103,L021772,2024-06-09,123,1
P0033104,L021772,2024-07-09,154,1
P0033105,L021773,2024-11-22,11,0
P0033106,L021774,2025-09-09,5,0
P0033107,L021775,2021-03-29,2,0
P0033108,L021776,2024-09-22,15,0
P0033109,L021776,2024-10-22,0,0
P0033110,L021776,2024-11-21,1,0
P0033111,L021778,2025-07-10,8,0
P0033112,L021778,2025-08-09,1,0
P0033113,L021778,2025-09-08,2,0
P0033114,L021780,2021-03-09,7,0
P0033115,L021780,2021-04-08,13,0
P0033116,L021782,2022-02-02,10,0
P0033117,L021782,2022-03-04,0,0
P0033118,L021784,2025-03-09,35,0
P0033119,L021784,2025-04-08,78,0
P0033120,L021784,2025-05-08,108,1
P0033121,L021785,2022-12-10,20,0
P0033122,L021785,2023-01-09,62,0
P0033123,L021785,2023-02-08,82,0
P0033124,L021789,2021-03-30,0,0
P0033125,L021791,2024-04-29,3,0
P0033126,L021792,2021-06-30,0,0
P0033127,L021793,2023-07-10,19,0
P0033128,L021793,2023-08-09,0,0
P0033129,L021794,2023-09-24,0,0
P0033130,L021796,2023-07-18,16,0
P0033131,L021796,2023-08-17,12,0
P0033132,L021797,2021-08-19,6,0
P0033133,L021797,2021-09-18,16,0
P0033134,L021798,2022-11-21,0,0
P0033135,L021799,2025-12-26,0,0
P0033136,L021800,2025-08-16,32,0
P0033137,L021800,2025-09-15,50,0
P0033138,L021800,2025-10-15,80,0
P0033139,L021800,2025-11-14,116,1
P0033140,L021800,2025-12-14,157,1
P0033141,L021800,2026-01-13,175,1
P0033142,L021800,2026-02-12,180,1
P0033143,L021800,2026-03-14,180,1
P0033144,L021801,2023-01-13,32,0
P0033145,L021801,2023-02-12,67,0
P0033146,L021801,2023-03-14,82,0
P0033147,L021801,2023-04-13,108,1
P0033148,L021802,2024-06-05,0,0
P0033149,L021802,2024-07-05,0,0
P0033150,L021803,2024-06-19,19,0
P0033151,L021803,2024-07-19,0,0
P0033152,L021804,2024-06-11,33,0
P0033153,L021804,2024-07-11,63,0
P0033154,L021804,2024-08-10,88,0
P0033155,L021804,2024-09-09,104,1
P0033156,L021804,2024-10-09,140,1
P0033157,L021804,2024-11-08,157,1
P0033158,L021804,2024-12-08,180,1
P0033159,L021808,2023-03-03,32,0
P0033160,L021808,2023-04-02,72,0
P0033161,L021808,2023-05-02,108,1
P0033162,L021809,2021-04-25,14,0
P0033163,L021809,2021-05-25,1,0
P0033164,L021811,2023-08-07,0,0
P0033165,L021812,2023-06-12,30,0
P0033166,L021812,2023-07-12,54,0
P0033167,L021812,2023-08-11,80,0
P0033168,L021812,2023-09-10,121,1
P0033169,L021812,2023-10-10,152,1
P0033170,L021812,2023-11-09,180,1
P0033171,L021812,2023-12-09,180,1
P0033172,L021815,2025-06-19,0,0
P0033173,L021816,2025-09-08,3,0
P0033174,L021818,2021-04-20,44,0
P0033175,L021818,2021-05-20,67,0
P0033176,L021818,2021-06-19,106,1
P0033177,L021818,2021-07-19,143,1
P0033178,L021819,2022-12-22,0,0
P0033179,L021819,2023-01-21,5,0
P0033180,L021820,2024-02-02,7,0
P0033181,L021821,2025-03-17,4,0
P0033182,L021823,2023-04-28,20,0
P0033183,L021823,2023-05-28,36,0
P0033184,L021823,2023-06-27,59,0
P0033185,L021823,2023-07-27,74,0
P0033186,L021823,2023-08-26,99,1
P0033187,L021824,2024-08-27,0,0
P0033188,L021824,2024-09-26,0,0
P0033189,L021827,2022-07-13,19,0
P0033190,L021829,2023-09-18,6,0
P0033191,L021830,2025-02-26,18,0
P0033192,L021830,2025-03-28,49,0
P0033193,L021830,2025-04-27,88,0
P0033194,L021830,2025-05-27,121,1
P0033195,L021830,2025-06-26,148,1
P0033196,L021830,2025-07-26,180,1
P0033197,L021830,2025-08-25,180,1
P0033198,L021830,2025-09-24,180,1
P0033199,L021831,2024-08-06,29,0
P0033200,L021831,2024-09-05,47,0
P0033201,L021831,2024-10-05,63,0
P0033202,L021831,2024-11-04,78,0
P0033203,L021831,2024-12-04,93,1
P0033204,L021831,2025-01-03,117,1
P0033205,L021831,2025-02-02,158,1
P0033206,L021832,2025-03-09,14,0
P0033207,L021835,2021-07-09,0,0
P0033208,L021836,2021-09-05,2,0
P0033209,L021838,2025-05-14,36,0
P0033210,L021838,2025-06-13,68,0
P0033211,L021838,2025-07-13,102,1
P0033212,L021838,2025-08-12,142,1
P0033213,L021838,2025-09-11,164,1
P0033214,L021838,2025-10-11,180,1
P0033215,L021838,2025-11-10,180,1
P0033216,L021839,2024-10-27,7,0
P0033217,L021840,2025-02-27,8,0
P0033218,L021842,2022-03-02,29,0
P0033219,L021842,2022-04-01,69,0
P0033220,L021842,2022-05-01,87,0
P0033221,L021843,2023-05-08,41,0
P0033222,L021843,2023-06-07,84,0
P0033223,L021843,2023-07-07,106,1
P0033224,L021843,2023-08-06,125,1
P0033225,L021843,2023-09-05,169,1
P0033226,L021844,2023-04-11,39,0
P0033227,L021844,2023-05-11,65,0
P0033228,L021844,2023-06-10,100,1
P0033229,L021844,2023-07-10,141,1
P0033230,L021844,2023-08-09,167,1
P0033231,L021846,2025-07-12,0,0
P0033232,L021847,2024-04-10,8,0
P0033233,L021848,2022-06-12,0,0
P0033234,L021848,2022-07-12,0,0
P0033235,L021850,2023-04-13,34,0
P0033236,L021850,2023-05-13,75,0
P0033237,L021850,2023-06-12,111,1
P0033238,L021850,2023-07-12,132,1
P0033239,L021850,2023-08-11,173,1
P0033240,L021850,2023-09-10,180,1
P0033241,L021850,2023-10-10,180,1
P0033242,L021852,2024-12-24,32,0
P0033243,L021852,2025-01-23,65,0
P0033244,L021852,2025-02-22,97,1
P0033245,L021852,2025-03-24,118,1
P0033246,L021852,2025-04-23,157,1
P0033247,L021852,2025-05-23,180,1
P0033248,L021852,2025-06-22,180,1
P0033249,L021852,2025-07-22,180,1
P0033250,L021854,2021-12-30,0,0
P0033251,L021855,2024-07-28,32,0
P0033252,L021855,2024-08-27,64,0
P0033253,L021855,2024-09-26,81,0
P0033254,L021855,2024-10-26,103,1
P0033255,L021855,2024-11-25,131,1
P0033256,L021856,2021-11-21,28,0
P0033257,L021856,2021-12-21,69,0
P0033258,L021856,2022-01-20,113,1
P0033259,L021857,2025-02-07,23,0
P0033260,L021857,2025-03-09,41,0
P0033261,L021857,2025-04-08,61,0
P0033262,L021857,2025-05-08,102,1
P0033263,L021859,2026-01-11,17,0
P0033264,L021860,2023-02-15,6,0
P0033265,L021860,2023-03-17,14,0
P0033266,L021860,2023-04-16,8,0
P0033267,L021861,2022-07-25,1,0
P0033268,L021861,2022-08-24,1,0
P0033269,L021861,2022-09-23,0,0
P0033270,L021863,2021-03-23,32,0
P0033271,L021863,2021-04-22,53,0
P0033272,L021863,2021-05-22,78,0
P0033273,L021863,2021-06-21,116,1
P0033274,L021863,2021-07-21,151,1
P0033275,L021867,2024-03-01,31,0
P0033276,L021867,2024-03-31,70,0
P0033277,L021867,2024-04-30,110,1
P0033278,L021867,2024-05-30,127,1
P0033279,L021867,2024-06-29,169,1
P0033280,L021867,2024-07-29,180,1
P0033281,L021867,2024-08-28,180,1
P0033282,L021868,2025-11-19,0,0
P0033283,L021868,2025-12-19,4,0
P0033284,L021868,2026-01-18,0,0
P0033285,L021869,2023-08-29,11,0
P0033286,L021870,2022-08-24,2,0
P0033287,L021870,2022-09-23,0,0
P0033288,L021870,2022-10-23,0,0
P0033289,L021871,2022-06-13,21,0
P0033290,L021871,2022-07-13,46,0
P0033291,L021871,2022-08-12,66,0
P0033292,L021871,2022-09-11,97,1
P0033293,L021871,2022-10-11,120,1
P0033294,L021871,2022-11-10,158,1
P0033295,L021871,2022-12-10,180,1
P0033296,L021872,2026-01-21,38,0
P0033297,L021872,2026-02-20,81,0
P0033298,L021872,2026-03-22,120,1
P0033299,L021875,2025-07-30,0,0
P0033300,L021877,2025-05-13,40,0
P0033301,L021877,2025-06-12,77,0
P0033302,L021877,2025-07-12,119,1
P0033303,L021877,2025-08-11,138,1
P0033304,L021877,2025-09-10,172,1
P0033305,L021877,2025-10-10,180,1
P0033306,L021877,2025-11-09,180,1
P0033307,L021877,2025-12-09,180,1
P0033308,L021879,2022-09-07,0,0
P0033309,L021880,2023-06-26,23,0
P0033310,L021880,2023-07-26,61,0
P0033311,L021880,2023-08-25,79,0
P0033312,L021880,2023-09-24,114,1
P0033313,L021880,2023-10-24,132,1
P0033314,L021880,2023-11-23,169,1
P0033315,L021881,2024-01-29,0,0
P0033316,L021881,2024-02-28,7,0
P0033317,L021883,2021-03-24,38,0
P0033318,L021883,2021-04-23,59,0
P0033319,L021883,2021-05-23,76,0
P0033320,L021883,2021-06-22,97,1
P0033321,L021883,2021-07-22,141,1
P0033322,L021887,2025-03-03,1,0
P0033323,L021887,2025-04-02,0,0
P0033324,L021888,2023-02-06,9,0
P0033325,L021889,2022-10-01,24,0
P0033326,L021889,2022-10-31,44,0
P0033327,L021889,2022-11-30,79,0
P0033328,L021889,2022-12-30,108,1
P0033329,L021889,2023-01-29,133,1
P0033330,L021889,2023-02-28,173,1
P0033331,L021889,2023-03-30,180,1
P0033332,L021889,2023-04-29,180,1
P0033333,L021891,2025-01-12,8,0
P0033334,L021893,2025-01-29,0,0
P0033335,L021894,2021-02-01,6,0
P0033336,L021896,2021-05-20,3,0
P0033337,L021897,2022-11-19,19,0
P0033338,L021898,2023-04-13,9,0
P0033339,L021899,2022-08-30,0,0
P0033340,L021899,2022-09-29,7,0
P0033341,L021899,2022-10-29,0,0
P0033342,L021901,2022-09-02,39,0
P0033343,L021901,2022-10-02,65,0
P0033344,L021901,2022-11-01,100,1
P0033345,L021901,2022-12-01,143,1
P0033346,L021901,2022-12-31,172,1
P0033347,L021902,2023-12-22,8,0
P0033348,L021902,2024-01-21,18,0
P0033349,L021903,2024-02-27,2,0
P0033350,L021903,2024-03-28,9,0
P0033351,L021903,2024-04-27,8,0
P0033352,L021904,2022-06-28,0,0
P0033353,L021904,2022-07-28,6,0
P0033354,L021905,2022-08-29,7,0
P0033355,L021907,2023-01-24,0,0
P0033356,L021912,2024-05-29,9,0
P0033357,L021914,2021-07-28,16,0
P0033358,L021916,2024-12-18,0,0
P0033359,L021917,2021-04-25,13,0
P0033360,L021918,2023-07-10,0,0
P0033361,L021922,2021-12-07,9,0
P0033362,L021927,2024-05-18,10,0
P0033363,L021928,2025-08-19,13,0
P0033364,L021928,2025-09-18,0,0
P0033365,L021928,2025-10-18,0,0
P0033366,L021929,2022-05-03,0,0
P0033367,L021929,2022-06-02,0,0
P0033368,L021930,2021-05-04,17,0
P0033369,L021930,2021-06-03,46,0
P0033370,L021930,2021-07-03,89,0
P0033371,L021930,2021-08-02,129,1
P0033372,L021930,2021-09-01,158,1
P0033373,L021930,2021-10-01,180,1
P0033374,L021930,2021-10-31,180,1
P0033375,L021934,2022-08-26,21,0
P0033376,L021934,2022-09-25,37,0
P0033377,L021934,2022-10-25,78,0
P0033378,L021934,2022-11-24,115,1
P0033379,L021934,2022-12-24,134,1
P0033380,L021935,2025-08-07,0,0
P0033381,L021936,2025-06-28,4,0
P0033382,L021936,2025-07-28,12,0
P0033383,L021936,2025-08-27,0,0
P0033384,L021938,2025-07-09,36,0
P0033385,L021938,2025-08-08,67,0
P0033386,L021938,2025-09-07,96,1
P0033387,L021938,2025-10-07,115,1
P0033388,L021939,2023-11-15,6,0
P0033389,L021940,2022-12-08,32,0
P0033390,L021940,2023-01-07,75,0
P0033391,L021940,2023-02-06,108,1
P0033392,L021940,2023-03-08,150,1
P0033393,L021940,2023-04-07,180,1
P0033394,L021940,2023-05-07,180,1
P0033395,L021942,2022-01-03,23,0
P0033396,L021942,2022-02-02,47,0
P0033397,L021942,2022-03-04,76,0
P0033398,L021942,2022-04-03,112,1
P0033399,L021943,2022-12-17,28,0
P0033400,L021943,2023-01-16,69,0
P0033401,L021943,2023-02-15,102,1
P0033402,L021944,2023-07-15,8,0
P0033403,L021944,2023-08-14,0,0
P0033404,L021944,2023-09-13,0,0
P0033405,L021945,2025-03-18,0,0
P0033406,L021946,2024-01-09,4,0
P0033407,L021946,2024-02-08,3,0
P0033408,L021947,2025-03-21,28,0
P0033409,L021947,2025-04-20,67,0
P0033410,L021947,2025-05-20,98,1
P0033411,L021947,2025-06-19,131,1
P0033412,L021949,2022-11-13,11,0
P0033413,L021949,2022-12-13,4,0
P0033414,L021949,2023-01-12,19,0
P0033415,L021951,2025-11-29,39,0
P0033416,L021951,2025-12-29,73,0
P0033417,L021951,2026-01-28,92,1
P0033418,L021951,2026-02-27,129,1
P0033419,L021951,2026-03-29,147,1
P0033420,L021952,2023-08-25,9,0
P0033421,L021954,2022-08-08,7,0
P0033422,L021954,2022-09-07,0,0
P0033423,L021960,2021-04-23,0,0
P0033424,L021960,2021-05-23,0,0
P0033425,L021962,2023-04-17,2,0
P0033426,L021962,2023-05-17,10,0
P0033427,L021962,2023-06-16,16,0
P0033428,L021963,2025-06-07,39,0
P0033429,L021963,2025-07-07,81,0
P0033430,L021963,2025-08-06,107,1
P0033431,L021963,2025-09-05,144,1
P0033432,L021963,2025-10-05,177,1
P0033433,L021963,2025-11-04,180,1
P0033434,L021964,2023-09-29,15,0
P0033435,L021964,2023-10-29,49,0
P0033436,L021964,2023-11-28,74,0
P0033437,L021967,2024-02-26,0,0
P0033438,L021967,2024-03-27,0,0
P0033439,L021967,2024-04-26,17,0
P0033440,L021968,2025-03-20,44,0
P0033441,L021968,2025-04-19,88,0
P0033442,L021968,2025-05-19,111,1
P0033443,L021968,2025-06-18,127,1
P0033444,L021972,2021-02-11,6,0
P0033445,L021974,2021-03-31,0,0
P0033446,L021975,2021-07-26,35,0
P0033447,L021975,2021-08-25,63,0
P0033448,L021975,2021-09-24,90,1
P0033449,L021976,2025-02-01,33,0
P0033450,L021976,2025-03-03,60,0
P0033451,L021976,2025-04-02,88,0
P0033452,L021977,2021-06-01,1,0
P0033453,L021977,2021-07-01,0,0
P0033454,L021977,2021-07-31,0,0
P0033455,L021978,2021-11-29,19,0
P0033456,L021980,2021-06-20,9,0
P0033457,L021982,2022-07-21,42,0
P0033458,L021982,2022-08-20,82,0
P0033459,L021982,2022-09-19,107,1
P0033460,L021982,2022-10-19,146,1
P0033461,L021982,2022-11-18,180,1
P0033462,L021982,2022-12-18,180,1
P0033463,L021985,2021-06-09,4,0
P0033464,L021986,2022-07-03,2,0
P0033465,L021988,2021-02-07,0,0
P0033466,L021988,2021-03-09,13,0
P0033467,L021989,2022-10-06,0,0
P0033468,L021989,2022-11-05,15,0
P0033469,L021989,2022-12-05,0,0
P0033470,L021990,2022-06-09,34,0
P0033471,L021990,2022-07-09,62,0
P0033472,L021990,2022-08-08,94,1
P0033473,L021990,2022-09-07,127,1
P0033474,L021990,2022-10-07,144,1
P0033475,L021990,2022-11-06,180,1
P0033476,L021991,2023-01-01,15,0
P0033477,L021991,2023-01-31,54,0
P0033478,L021991,2023-03-02,92,1
P0033479,L021991,2023-04-01,134,1
P0033480,L021991,2023-05-01,175,1
P0033481,L021991,2023-05-31,180,1
P0033482,L021991,2023-06-30,180,1
P0033483,L021991,2023-07-30,180,1
P0033484,L021997,2023-10-03,0,0
P0033485,L021997,2023-11-02,0,0
P0033486,L021998,2021-02-04,42,0
P0033487,L021998,2021-03-06,70,0
P0033488,L021998,2021-04-05,96,1
P0033489,L021998,2021-05-05,137,1
P0033490,L021998,2021-06-04,156,1
P0033491,L021998,2021-07-04,180,1
P0033492,L021998,2021-08-03,180,1
P0033493,L021998,2021-09-02,180,1
P0033494,L022001,2022-02-01,26,0
P0033495,L022001,2022-03-03,51,0
P0033496,L022001,2022-04-02,77,0
P0033497,L022001,2022-05-02,105,1
P0033498,L022001,2022-06-01,145,1
P0033499,L022001,2022-07-01,176,1
P0033500,L022002,2021-07-23,41,0
P0033501,L022002,2021-08-22,82,0
P0033502,L022002,2021-09-21,97,1
P0033503,L022003,2024-07-21,0,0
P0033504,L022006,2024-10-11,10,0
P0033505,L022006,2024-11-10,0,0
P0033506,L022006,2024-12-10,9,0
P0033507,L022007,2022-02-21,22,0
P0033508,L022007,2022-03-23,66,0
P0033509,L022007,2022-04-22,83,0
P0033510,L022007,2022-05-22,114,1
P0033511,L022007,2022-06-21,144,1
P0033512,L022011,2021-10-16,9,0
P0033513,L022012,2024-03-24,6,0
P0033514,L022013,2025-12-08,30,0
P0033515,L022013,2026-01-07,62,0
P0033516,L022013,2026-02-06,104,1
P0033517,L022013,2026-03-08,140,1
P0033518,L022014,2023-10-13,12,0
P0033519,L022018,2022-05-08,14,0
P0033520,L022018,2022-06-07,19,0
P0033521,L022018,2022-07-07,9,0
P0033522,L022024,2025-01-29,6,0
P0033523,L022024,2025-02-28,4,0
P0033524,L022024,2025-03-30,6,0
P0033525,L022025,2021-08-30,0,0
P0033526,L022025,2021-09-29,0,0
P0033527,L022026,2023-02-20,0,0
P0033528,L022026,2023-03-22,3,0
P0033529,L022026,2023-04-21,0,0
P0033530,L022027,2025-02-19,29,0
P0033531,L022027,2025-03-21,72,0
P0033532,L022027,2025-04-20,103,1
P0033533,L022027,2025-05-20,118,1
P0033534,L022028,2021-05-23,22,0
P0033535,L022028,2021-06-22,56,0
P0033536,L022028,2021-07-22,91,1
P0033537,L022028,2021-08-21,110,1
P0033538,L022028,2021-09-20,152,1
P0033539,L022028,2021-10-20,180,1
P0033540,L022028,2021-11-19,180,1
P0033541,L022031,2022-09-14,4,0
P0033542,L022031,2022-10-14,3,0
P0033543,L022032,2024-07-19,12,0
P0033544,L022036,2023-04-22,0,0
P0033545,L022037,2025-06-01,13,0
P0033546,L022039,2023-06-11,0,0
P0033547,L022040,2023-05-15,3,0
P0033548,L022041,2026-01-02,5,0
P0033549,L022042,2025-11-15,10,0
P0033550,L022042,2025-12-15,9,0
P0033551,L022044,2021-06-17,15,0
P0033552,L022044,2021-07-17,34,0
P0033553,L022044,2021-08-16,68,0
P0033554,L022044,2021-09-15,108,1
P0033555,L022044,2021-10-15,128,1
P0033556,L022044,2021-11-14,171,1
P0033557,L022045,2023-03-14,38,0
P0033558,L022045,2023-04-13,69,0
P0033559,L022045,2023-05-13,96,1
P0033560,L022048,2024-08-21,16,0
P0033561,L022048,2024-09-20,45,0
P0033562,L022048,2024-10-20,70,0
P0033563,L022048,2024-11-19,85,0
P0033564,L022048,2024-12-19,121,1
P0033565,L022048,2025-01-18,151,1
P0033566,L022049,2024-11-11,36,0
P0033567,L022049,2024-12-11,59,0
P0033568,L022049,2025-01-10,90,1
P0033569,L022049,2025-02-09,116,1
P0033570,L022049,2025-03-11,136,1
P0033571,L022049,2025-04-10,172,1
P0033572,L022052,2025-12-25,6,0
P0033573,L022052,2026-01-24,0,0
P0033574,L022052,2026-02-23,14,0
P0033575,L022053,2025-11-08,2,0
P0033576,L022053,2025-12-08,13,0
P0033577,L022054,2022-09-14,20,0
P0033578,L022054,2022-10-14,56,0
P0033579,L022054,2022-11-13,95,1
P0033580,L022054,2022-12-13,139,1
P0033581,L022055,2025-03-22,39,0
P0033582,L022055,2025-04-21,68,0
P0033583,L022055,2025-05-21,103,1
P0033584,L022055,2025-06-20,119,1
P0033585,L022055,2025-07-20,157,1
P0033586,L022055,2025-08-19,177,1
P0033587,L022055,2025-09-18,180,1
P0033588,L022058,2023-09-19,0,0
P0033589,L022059,2022-08-10,14,0
P0033590,L022063,2025-07-11,18,0
P0033591,L022063,2025-08-10,35,0
P0033592,L022063,2025-09-09,56,0
P0033593,L022063,2025-10-09,93,1
P0033594,L022065,2024-06-23,14,0
P0033595,L022065,2024-07-23,18,0
P0033596,L022066,2024-10-30,0,0
P0033597,L022066,2024-11-29,0,0
P0033598,L022067,2021-07-11,12,0
P0033599,L022068,2025-09-14,15,0
P0033600,L022068,2025-10-14,10,0
P0033601,L022071,2023-01-03,24,0
P0033602,L022071,2023-02-02,63,0
P0033603,L022071,2023-03-04,107,1
P0033604,L022071,2023-04-03,143,1
P0033605,L022071,2023-05-03,171,1
P0033606,L022071,2023-06-02,180,1
P0033607,L022071,2023-07-02,180,1
P0033608,L022073,2025-05-29,18,0
P0033609,L022074,2022-02-22,6,0
P0033610,L022074,2022-03-24,0,0
P0033611,L022074,2022-04-23,7,0
P0033612,L022078,2025-02-10,0,0
P0033613,L022078,2025-03-12,15,0
P0033614,L022079,2021-09-26,6,0
P0033615,L022079,2021-10-26,0,0
P0033616,L022079,2021-11-25,0,0
P0033617,L022081,2026-01-01,0,0
P0033618,L022081,2026-01-31,0,0
P0033619,L022081,2026-03-02,0,0
P0033620,L022083,2025-04-05,6,0
P0033621,L022086,2022-06-03,14,0
P0033622,L022088,2023-03-07,2,0
P0033623,L022092,2022-05-22,0,0
P0033624,L022093,2023-02-15,15,0
P0033625,L022094,2023-08-18,19,0
P0033626,L022094,2023-09-17,0,0
P0033627,L022094,2023-10-17,8,0
P0033628,L022096,2022-03-03,22,0
P0033629,L022096,2022-04-02,44,0
P0033630,L022096,2022-05-02,75,0
P0033631,L022100,2023-05-21,0,0
P0033632,L022101,2025-11-19,5,0
P0033633,L022102,2024-01-12,10,0
P0033634,L022103,2025-11-05,0,0
P0033635,L022103,2025-12-05,0,0
P0033636,L022104,2021-10-14,5,0
P0033637,L022108,2023-11-21,21,0
P0033638,L022108,2023-12-21,46,0
P0033639,L022108,2024-01-20,66,0
P0033640,L022108,2024-02-19,82,0
P0033641,L022108,2024-03-20,108,1
P0033642,L022108,2024-04-19,147,1
P0033643,L022108,2024-05-19,176,1
P0033644,L022113,2024-12-28,0,0
P0033645,L022113,2025-01-27,11,0
P0033646,L022113,2025-02-26,18,0
P0033647,L022115,2025-11-14,6,0
P0033648,L022117,2024-11-12,29,0
P0033649,L022117,2024-12-12,64,0
P0033650,L022117,2025-01-11,90,1
P0033651,L022117,2025-02-10,122,1
P0033652,L022117,2025-03-12,140,1
P0033653,L022117,2025-04-11,177,1
P0033654,L022117,2025-05-11,180,1
P0033655,L022119,2023-07-04,16,0
P0033656,L022120,2025-03-12,25,0
P0033657,L022120,2025-04-11,67,0
P0033658,L022120,2025-05-11,105,1
P0033659,L022120,2025-06-10,124,1
P0033660,L022120,2025-07-10,165,1
P0033661,L022120,2025-08-09,180,1
P0033662,L022121,2023-05-17,39,0
P0033663,L022121,2023-06-16,73,0
P0033664,L022121,2023-07-16,104,1
P0033665,L022121,2023-08-15,122,1
P0033666,L022122,2022-01-17,11,0
P0033667,L022122,2022-02-16,18,0
P0033668,L022122,2022-03-18,4,0
P0033669,L022125,2021-09-02,0,0
P0033670,L022126,2024-10-17,30,0
P0033671,L022126,2024-11-16,73,0
P0033672,L022126,2024-12-16,98,1
P0033673,L022126,2025-01-15,127,1
P0033674,L022126,2025-02-14,170,1
P0033675,L022126,2025-03-16,180,1
P0033676,L022126,2025-04-15,180,1
P0033677,L022126,2025-05-15,180,1
P0033678,L022128,2025-04-28,7,0
P0033679,L022128,2025-05-28,0,0
P0033680,L022128,2025-06-27,0,0
P0033681,L022129,2022-12-05,6,0
P0033682,L022131,2024-10-26,1,0
P0033683,L022132,2024-04-23,18,0
P0033684,L022132,2024-05-23,36,0
P0033685,L022132,2024-06-22,58,0
P0033686,L022133,2023-10-23,0,0
P0033687,L022134,2025-12-20,2,0
P0033688,L022139,2021-02-25,19,0
P0033689,L022139,2021-03-27,13,0
P0033690,L022139,2021-04-26,17,0
P0033691,L022144,2024-11-02,2,0
P0033692,L022144,2024-12-02,15,0
P0033693,L022147,2024-07-02,44,0
P0033694,L022147,2024-08-01,74,0
P0033695,L022147,2024-08-31,91,1
P0033696,L022147,2024-09-30,129,1
P0033697,L022147,2024-10-30,156,1
P0033698,L022147,2024-11-29,180,1
P0033699,L022147,2024-12-29,180,1
P0033700,L022147,2025-01-28,180,1
P0033701,L022148,2021-04-21,0,0
P0033702,L022148,2021-05-21,0,0
P0033703,L022149,2022-10-06,19,0
P0033704,L022149,2022-11-05,14,0
P0033705,L022150,2022-06-11,20,0
P0033706,L022150,2022-07-11,42,0
P0033707,L022150,2022-08-10,77,0
P0033708,L022151,2023-07-17,18,0
P0033709,L022151,2023-08-16,0,0
P0033710,L022152,2024-01-25,0,0
P0033711,L022153,2022-10-30,38,0
P0033712,L022153,2022-11-29,66,0
P0033713,L022153,2022-12-29,94,1
P0033714,L022153,2023-01-28,133,1
P0033715,L022155,2021-06-15,16,0
P0033716,L022155,2021-07-15,4,0
P0033717,L022160,2024-05-08,0,0
P0033718,L022160,2024-06-07,0,0
P0033719,L022161,2023-09-24,3,0
P0033720,L022161,2023-10-24,0,0
P0033721,L022161,2023-11-23,10,0
P0033722,L022162,2025-11-26,15,0
P0033723,L022162,2025-12-26,0,0
P0033724,L022165,2023-04-06,33,0
P0033725,L022165,2023-05-06,61,0
P0033726,L022165,2023-06-05,88,0
P0033727,L022165,2023-07-05,130,1
P0033728,L022165,2023-08-04,174,1
P0033729,L022166,2024-07-26,13,0
P0033730,L022166,2024-08-25,0,0
P0033731,L022168,2024-10-31,15,0
P0033732,L022169,2023-06-14,0,0
P0033733,L022170,2025-09-09,18,0
P0033734,L022170,2025-10-09,39,0
P0033735,L022170,2025-11-08,72,0
P0033736,L022170,2025-12-08,112,1
P0033737,L022170,2026-01-07,144,1
P0033738,L022170,2026-02-06,165,1
P0033739,L022170,2026-03-08,180,1
P0033740,L022171,2025-05-09,34,0
P0033741,L022171,2025-06-08,66,0
P0033742,L022171,2025-07-08,106,1
P0033743,L022171,2025-08-07,143,1
P0033744,L022171,2025-09-06,180,1
P0033745,L022171,2025-10-06,180,1
P0033746,L022171,2025-11-05,180,1
P0033747,L022172,2021-09-15,11,0
P0033748,L022174,2023-03-19,0,0
P0033749,L022175,2021-11-20,2,0
P0033750,L022175,2021-12-20,7,0
P0033751,L022177,2025-03-30,18,0
P0033752,L022177,2025-04-29,62,0
P0033753,L022177,2025-05-29,86,0
P0033754,L022177,2025-06-28,110,1
P0033755,L022177,2025-07-28,152,1
P0033756,L022178,2021-05-14,17,0
P0033757,L022178,2021-06-13,57,0
P0033758,L022178,2021-07-13,94,1
P0033759,L022178,2021-08-12,126,1
P0033760,L022178,2021-09-11,143,1
P0033761,L022178,2021-10-11,162,1
P0033762,L022178,2021-11-10,178,1
P0033763,L022178,2021-12-10,180,1
P0033764,L022180,2022-05-27,14,0
P0033765,L022182,2023-12-25,14,0
P0033766,L022184,2024-11-15,17,0
P0033767,L022185,2023-07-18,0,0
P0033768,L022186,2025-08-30,29,0
P0033769,L022186,2025-09-29,56,0
P0033770,L022186,2025-10-29,88,0
P0033771,L022186,2025-11-28,120,1
P0033772,L022188,2024-07-08,31,0
P0033773,L022188,2024-08-07,75,0
P0033774,L022188,2024-09-06,111,1
P0033775,L022188,2024-10-06,132,1
