loan_id,borrower_id,loan_amount,term_months,interest_rate,benchmark_rate,purpose,origination_date,status,default_flag,interest_spread
L017422,B006612,108500,36,25.64,5.0,Debt Consolidation,2022-02-19,Default,1,20.64
L017423,B013759,204200,60,11.81,4.0,Medical,2021-02-05,Closed,0,7.81
L017424,B001600,197000,12,11.11,4.42,Business,2021-07-09,Active,0,6.69
L017425,B015329,445200,36,13.78,7.13,Debt Consolidation,2025-09-09,Active,0,6.65
L017426,B001706,1010400,24,7.97,6.91,Auto,2024-03-01,Closed,0,1.06
L017427,B003671,81900,48,14.52,6.77,Medical,2024-05-07,Default,1,7.75
L017428,B001868,314200,36,19.29,6.34,Personal,2022-12-29,Default,1,12.95
L017429,B013543,52400,36,14.12,7.11,Auto,2025-12-17,Closed,0,7.01
L017430,B011430,306000,48,15.15,4.1,Medical,2021-03-17,Active,0,11.05
L017431,B012864,51800,48,19.59,6.89,Home Improvement,2025-07-06,Closed,0,12.7
L017432,B005036,248800,48,17.52,7.08,Education,2024-12-28,Active,0,10.44
L017433,B007941,123300,24,14.18,6.85,Education,2024-07-05,Default,1,7.33
L017434,B003323,413400,60,8.97,5.11,Home Improvement,2021-09-21,Active,0,3.86
L017435,B006194,183700,36,17.79,5.9,Education,2022-08-11,Active,0,11.89
L017436,B008391,401300,24,8.43,7.05,Home Improvement,2025-08-30,Active,0,1.38
L017437,B012770,130000,48,11.73,6.69,Home Improvement,2023-05-04,Active,0,5.04
L017438,B015168,213700,24,20.7,7.01,Home Improvement,2023-07-28,Default,1,13.69
L017439,B002817,264000,36,12.92,7.25,Personal,2024-02-02,Active,0,5.67
L017440,B013551,93900,48,18.08,6.39,Personal,2022-10-30,Closed,0,11.69
L017441,B011195,130600,60,6.0,5.0,Business,2021-11-07,Closed,0,1.0
L017442,B001171,182400,24,17.43,6.8,Home Improvement,2025-10-07,Default,1,10.63
L017443,B010343,151300,60,11.03,6.98,Medical,2024-01-14,Closed,0,4.05
L017444,B002889,38500,24,18.32,4.42,Medical,2021-08-27,Active,0,13.9
L017445,B011911,845200,60,10.23,7.09,Auto,2024-03-31,Active,0,3.14
L017446,B002202,1315800,12,18.66,4.95,Personal,2021-12-02,Closed,0,13.71
L017447,B011977,93500,48,23.88,4.67,Education,2021-07-27,Default,1,19.21
L017448,B004191,62500,36,16.99,6.97,Medical,2024-04-04,Closed,0,10.02
L017449,B004112,786700,12,16.18,7.14,Home Improvement,2024-06-06,Active,0,9.04
L017450,B015915,620100,24,19.5,7.01,Home Improvement,2025-08-04,Closed,0,12.49
L017451,B010586,355200,48,15.12,6.97,Education,2023-12-07,Closed,0,8.15
L017452,B011525,587900,36,10.86,4.58,Auto,2021-04-22,Closed,0,6.28
L017453,B001034,204700,36,13.12,6.57,Debt Consolidation,2023-01-14,Active,0,6.55
L017454,B010699,484300,36,6.0,6.83,Education,2023-06-17,Active,0,-0.83
L017455,B009713,813000,36,17.31,7.08,Business,2025-06-28,Active,0,10.23
L017456,B014807,102100,48,15.39,5.61,Personal,2022-05-27,Active,0,9.78
L017457,B007016,1728400,24,14.74,6.93,Business,2025-09-22,Closed,0,7.81
L017458,B013606,228700,24,14.1,4.49,Debt Consolidation,2021-07-10,Closed,0,9.61
L017459,B002537,551300,60,12.32,6.86,Debt Consolidation,2025-02-27,Active,0,5.46
L017460,B009043,149200,24,7.97,6.88,Education,2025-01-09,Closed,0,1.09
L017461,B012495,393000,24,23.37,6.85,Education,2025-08-29,Active,0,16.52
L017462,B017679,129000,36,18.78,7.04,Home Improvement,2024-10-18,Closed,0,11.74
L017463,B007471,91400,48,16.37,6.91,Home Improvement,2024-10-26,Closed,0,9.46
L017464,B016160,538500,12,14.01,7.09,Home Improvement,2024-04-07,Closed,0,6.92
L017465,B014475,107300,48,6.28,6.95,Home Improvement,2025-11-26,Default,1,-0.67
L017466,B011712,71200,48,20.26,4.99,Debt Consolidation,2021-09-11,Default,1,15.27
L017467,B015952,35000,36,9.0,6.84,Home Improvement,2023-08-23,Active,0,2.16
L017468,B017193,163200,12,6.0,6.69,Medical,2025-08-06,Closed,0,-0.69
L017469,B015607,68700,48,15.25,5.39,Medical,2022-02-23,Active,0,9.86
L017470,B004080,547800,24,10.52,5.58,Auto,2022-02-24,Closed,0,4.94
L017471,B005501,81700,48,11.34,5.64,Education,2022-05-24,Active,0,5.7
L017472,B009658,88500,36,17.53,7.04,Business,2025-02-24,Closed,0,10.49
L017473,B015177,283000,36,12.78,4.1,Business,2021-03-18,Closed,0,8.68
L017474,B004684,657200,48,12.36,7.16,Medical,2023-10-27,Active,0,5.2
L017475,B008446,65400,24,22.34,5.96,Business,2022-08-26,Default,1,16.38
L017476,B002730,228000,48,7.34,7.05,Debt Consolidation,2025-06-15,Active,0,0.29
L017477,B003137,887700,12,9.44,6.86,Education,2025-12-19,Closed,0,2.58
L017478,B005061,70300,24,15.5,6.88,Business,2024-11-08,Active,0,8.62
L017479,B002973,42300,24,14.62,6.97,Education,2025-03-03,Active,0,7.65
L017480,B000716,95000,48,15.07,6.78,Home Improvement,2023-05-29,Closed,0,8.29
L017481,B009185,603100,36,23.21,5.54,Education,2022-03-06,Default,1,17.67
L017482,B008646,159300,12,9.19,6.95,Personal,2023-12-21,Active,0,2.24
L017483,B007034,95800,24,20.29,4.61,Business,2021-06-28,Default,1,15.68
L017484,B008670,516900,36,6.99,5.83,Personal,2022-05-19,Closed,0,1.16
L017485,B013068,246600,60,7.52,7.1,Business,2024-11-14,Active,0,0.42
L017486,B000596,256300,24,19.15,7.22,Auto,2024-07-25,Default,1,11.93
L017487,B009092,493000,36,20.81,6.82,Business,2024-10-05,Active,0,13.99
L017488,B003675,671800,48,20.38,7.04,Auto,2024-10-16,Default,1,13.34
L017489,B001076,285700,36,26.7,6.76,Education,2025-08-06,Closed,0,19.94
L017490,B012773,399800,60,22.64,6.86,Home Improvement,2025-05-13,Default,1,15.78
L017491,B001050,253200,60,10.19,6.99,Home Improvement,2024-05-09,Active,0,3.2
L017492,B001470,50400,12,11.48,4.46,Business,2021-05-18,Active,0,7.02
L017493,B003202,784500,24,14.61,4.49,Home Improvement,2021-05-20,Closed,0,10.12
L017494,B009334,339600,36,16.96,7.0,Education,2024-09-26,Default,1,9.96
L017495,B006828,877100,12,15.34,7.33,Education,2025-12-11,Active,0,8.01
L017496,B014511,1033600,36,14.21,6.91,Auto,2023-12-30,Active,0,7.3
L017497,B016693,129600,24,12.4,6.86,Home Improvement,2025-12-08,Active,0,5.54
L017498,B007161,358200,24,18.73,7.37,Debt Consolidation,2023-12-18,Active,0,11.36
L017499,B017392,200500,48,6.0,5.72,Auto,2022-03-18,Active,0,0.28
L017500,B008870,223600,36,11.72,4.34,Personal,2021-03-08,Closed,0,7.38
L017501,B012962,271100,36,11.71,4.51,Business,2021-04-24,Active,0,7.2
L017502,B008495,306100,36,25.87,4.28,Personal,2021-04-13,Default,1,21.59
L017503,B004554,224600,12,13.71,6.97,Auto,2025-02-18,Active,0,6.74
L017504,B008504,362700,12,11.54,7.07,Home Improvement,2025-09-24,Active,0,4.47
L017505,B002169,213400,12,11.05,7.04,Medical,2023-09-01,Closed,0,4.01
L017506,B015348,296900,36,16.76,4.95,Business,2021-11-13,Active,0,11.81
L017507,B012321,360000,48,27.12,5.18,Home Improvement,2021-11-23,Closed,0,21.94
L017508,B009201,38000,36,11.7,7.38,Education,2025-06-04,Default,1,4.32
L017509,B016188,782000,36,10.13,7.1,Business,2024-01-19,Active,0,3.03
L017510,B007976,432300,48,18.01,5.65,Medical,2022-02-03,Active,0,12.36
L017511,B003536,521000,12,13.39,5.2,Debt Consolidation,2021-12-11,Default,1,8.19
L017512,B004481,462600,60,11.98,7.17,Auto,2024-08-22,Active,0,4.81
L017513,B003298,188500,24,24.38,6.7,Home Improvement,2023-03-18,Active,0,17.68
L017514,B003801,108800,12,11.95,7.07,Home Improvement,2025-01-25,Active,0,4.88
L017515,B001199,133700,24,16.83,6.9,Auto,2025-09-26,Active,0,9.93
L017516,B010846,797600,12,12.29,6.9,Home Improvement,2023-12-19,Closed,0,5.39
L017517,B003351,33400,24,13.86,6.05,Home Improvement,2022-08-25,Active,0,7.81
L017518,B006726,260100,36,15.94,4.23,Education,2021-01-26,Closed,0,11.71
L017519,B005081,38000,12,12.71,5.0,Education,2021-09-18,Closed,0,7.71
L017520,B011364,153300,24,17.15,7.17,Home Improvement,2025-01-01,Active,0,9.98
L017521,B004346,1059300,24,8.64,5.87,Business,2022-10-01,Active,0,2.77
L017522,B000659,556900,36,13.73,4.09,Education,2021-01-19,Closed,0,9.64
L017523,B007373,99900,60,9.13,7.13,Medical,2025-07-20,Active,0,2.0
L017524,B007617,119400,48,10.24,6.64,Home Improvement,2024-10-02,Closed,0,3.6
L017525,B002898,57700,60,22.14,7.04,Home Improvement,2025-04-24,Closed,0,15.1
L017526,B011175,467800,36,17.02,7.0,Debt Consolidation,2025-03-23,Active,0,10.02
L017527,B003340,105200,60,25.45,4.51,Business,2021-05-06,Active,0,20.94
L017528,B013554,1013700,36,12.88,5.84,Debt Consolidation,2022-08-15,Active,0,7.04
L017529,B011464,86900,12,16.56,4.86,Medical,2021-07-29,Active,0,11.7
L017530,B014600,314000,36,11.76,7.07,Medical,2024-05-10,Active,0,4.69
L017531,B006445,288000,60,25.3,4.47,Education,2021-05-20,Default,1,20.83
L017532,B004740,594200,36,11.23,6.99,Medical,2023-10-07,Active,0,4.24
L017533,B000078,359300,24,21.3,6.97,Business,2025-11-01,Closed,0,14.33
L017534,B001262,128300,60,13.96,4.46,Education,2021-05-13,Active,0,9.5
L017535,B013616,62200,12,17.39,6.5,Debt Consolidation,2023-02-15,Closed,0,10.89
L017536,B014957,69200,36,19.02,6.65,Medical,2023-03-09,Default,1,12.37
L017537,B014394,837000,60,10.57,4.28,Personal,2021-03-26,Active,0,6.29
L017538,B015413,872200,48,8.73,4.35,Education,2021-04-25,Active,0,4.38
L017539,B006807,100100,12,8.84,6.79,Debt Consolidation,2023-05-29,Active,0,2.05
L017540,B013291,561000,24,6.41,6.27,Home Improvement,2022-11-01,Closed,0,0.14
L017541,B017476,203300,12,8.35,7.16,Business,2024-05-26,Closed,0,1.19
L017542,B002825,824600,24,10.78,7.21,Auto,2025-03-16,Closed,0,3.57
L017543,B003831,384700,48,9.59,4.35,Medical,2021-03-30,Active,0,5.24
L017544,B016784,72500,24,18.24,6.23,Debt Consolidation,2022-10-01,Active,0,12.01
L017545,B016387,214600,24,15.06,6.93,Medical,2024-06-03,Active,0,8.13
L017546,B004789,42800,48,14.34,7.02,Personal,2024-08-04,Active,0,7.32
L017547,B001348,159600,12,19.86,7.03,Auto,2023-12-27,Active,0,12.83
L017548,B016322,280600,36,21.89,7.1,Business,2025-06-15,Closed,0,14.79
L017549,B008859,232100,36,8.7,6.81,Home Improvement,2025-06-09,Closed,0,1.89
L017550,B017962,887600,60,18.03,6.9,Medical,2025-05-02,Default,1,11.13
L017551,B013754,130700,12,14.24,7.04,Auto,2024-04-01,Closed,0,7.2
L017552,B016520,144400,24,15.28,7.13,Personal,2023-07-12,Active,0,8.15
L017553,B002852,188300,12,8.91,7.14,Business,2024-10-04,Active,0,1.77
L017554,B000473,124200,12,9.0,5.65,Home Improvement,2022-02-18,Active,0,3.35
L017555,B004686,191900,36,12.03,6.85,Auto,2023-06-14,Default,1,5.18
L017556,B017375,121300,24,10.41,7.15,Debt Consolidation,2025-02-20,Closed,0,3.26
L017557,B000173,174100,36,23.51,4.55,Auto,2021-07-31,Default,1,18.96
L017558,B001504,109100,60,14.47,7.12,Medical,2024-01-04,Default,1,7.35
L017559,B012598,74600,24,15.62,7.1,Debt Consolidation,2024-09-03,Closed,0,8.52
L017560,B004369,116100,48,15.01,6.52,Medical,2023-01-01,Closed,0,8.49
L017561,B008116,1257300,36,11.11,5.98,Auto,2022-07-21,Closed,0,5.13
L017562,B003151,107600,36,16.82,4.09,Home Improvement,2021-03-19,Closed,0,12.73
L017563,B013371,101900,48,11.24,7.18,Home Improvement,2025-10-08,Active,0,4.06
L017564,B011139,229800,36,14.06,6.69,Education,2025-05-18,Active,0,7.37
L017565,B005289,194600,48,20.2,6.94,Personal,2025-07-24,Active,0,13.26
L017566,B014144,273500,48,20.44,7.06,Auto,2025-09-20,Closed,0,13.38
L017567,B015732,501200,60,10.3,7.02,Debt Consolidation,2024-07-20,Closed,0,3.28
L017568,B007211,251400,24,16.9,4.69,Home Improvement,2021-09-24,Active,0,12.21
L017569,B010701,446700,12,14.18,5.27,Medical,2021-12-29,Closed,0,8.91
L017570,B008617,417900,24,13.69,7.35,Education,2025-06-13,Active,0,6.34
L017571,B003839,250800,12,15.35,7.04,Personal,2025-04-02,Active,0,8.31
L017572,B005766,122400,60,14.39,7.01,Business,2025-12-13,Closed,0,7.38
L017573,B010770,587200,12,13.64,4.93,Home Improvement,2021-11-30,Closed,0,8.71
L017574,B002570,1832700,12,15.41,6.81,Education,2024-10-31,Active,0,8.6
L017575,B005557,98200,48,22.04,5.93,Home Improvement,2022-09-28,Closed,0,16.11
L017576,B000797,32700,12,16.37,5.82,Medical,2022-06-01,Active,0,10.55
L017577,B008317,1397300,48,26.5,6.22,Medical,2022-10-13,Active,0,20.28
L017578,B006124,102600,12,21.27,4.22,Business,2021-01-22,Default,1,17.05
L017579,B008902,485800,48,13.8,4.53,Home Improvement,2021-06-07,Closed,0,9.27
L017580,B001079,505200,24,20.15,6.94,Medical,2025-08-09,Default,1,13.21
L017581,B006806,276700,36,14.28,6.87,Education,2024-11-05,Closed,0,7.41
L017582,B007817,374200,36,14.23,6.77,Medical,2024-07-07,Active,0,7.46
L017583,B012821,144500,36,10.04,4.65,Debt Consolidation,2021-07-27,Closed,0,5.39
L017584,B015611,111600,60,21.47,6.91,Education,2025-02-04,Default,1,14.56
L017585,B004903,87000,60,15.02,6.39,Home Improvement,2022-10-05,Active,0,8.63
L017586,B005829,246000,12,7.92,7.12,Auto,2023-06-13,Closed,0,0.8
L017587,B012741,654600,24,21.97,5.41,Debt Consolidation,2022-04-18,Closed,0,16.56
L017588,B005480,1384600,24,9.09,6.98,Business,2025-07-14,Closed,0,2.11
L017589,B002604,278400,36,14.39,6.23,Education,2023-03-08,Default,1,8.16
L017590,B016677,665700,60,9.2,7.03,Personal,2024-07-09,Closed,0,2.17
L017591,B013522,728800,12,12.19,5.12,Education,2021-11-21,Active,0,7.07
L017592,B002132,371300,48,12.17,7.06,Debt Consolidation,2024-11-06,Active,0,5.11
L017593,B005713,537300,48,16.58,7.11,Education,2024-07-31,Closed,0,9.47
L017594,B005854,199300,24,20.16,6.69,Auto,2023-03-29,Active,0,13.47
L017595,B014385,88700,36,20.01,6.98,Home Improvement,2024-03-23,Default,1,13.03
L017596,B012983,684400,12,17.31,5.45,Education,2022-03-16,Default,1,11.86
L017597,B003091,668700,36,16.78,6.85,Debt Consolidation,2025-03-22,Closed,0,9.93
L017598,B010125,60400,36,8.71,6.98,Business,2024-03-08,Closed,0,1.73
L017599,B003377,151900,36,8.25,5.94,Education,2022-07-12,Closed,0,2.31
L017600,B006954,318600,12,16.31,6.93,Education,2025-07-19,Active,0,9.38
L017601,B006946,684600,36,7.24,5.39,Education,2021-12-26,Active,0,1.85
L017602,B012833,128400,48,15.7,6.98,Auto,2025-02-11,Closed,0,8.72
L017603,B006021,1364700,24,21.68,4.26,Business,2021-04-10,Active,0,17.42
L017604,B000694,137800,24,26.79,6.89,Debt Consolidation,2023-11-13,Default,1,19.9
L017605,B001575,175700,36,13.33,6.96,Debt Consolidation,2025-09-07,Active,0,6.37
L017606,B010820,237900,24,8.19,6.89,Medical,2025-09-12,Closed,0,1.3
L017607,B017487,228500,36,12.8,4.54,Personal,2021-06-04,Closed,0,8.26
L017608,B008628,345300,12,18.65,4.16,Debt Consolidation,2021-01-24,Closed,0,14.49
L017609,B012220,455300,24,13.46,7.36,Education,2025-01-23,Active,0,6.1
L017610,B009848,188000,60,10.94,6.89,Business,2025-02-23,Active,0,4.05
L017611,B013463,507100,12,14.5,6.99,Education,2024-08-17,Active,0,7.51
L017612,B001192,113900,48,25.78,6.7,Debt Consolidation,2023-03-11,Closed,0,19.08
L017613,B010227,294300,48,24.24,4.72,Home Improvement,2021-07-17,Default,1,19.52
L017614,B003916,138700,24,11.84,4.58,Medical,2021-06-03,Default,1,7.26
L017615,B006306,41200,24,13.72,5.01,Education,2021-09-13,Active,0,8.71
L017616,B010324,575500,48,17.4,4.12,Debt Consolidation,2021-02-28,Closed,0,13.28
L017617,B001903,253600,36,14.25,6.29,Home Improvement,2022-11-27,Active,0,7.96
L017618,B000544,1061900,48,15.97,6.9,Education,2023-05-03,Closed,0,9.07
L017619,B011490,559200,60,11.16,6.76,Debt Consolidation,2024-07-14,Closed,0,4.4
L017620,B011687,104400,48,13.92,6.91,Debt Consolidation,2024-02-16,Default,1,7.01
L017621,B002176,192200,12,10.87,6.03,Business,2022-09-06,Default,1,4.84
L017622,B004183,420000,24,22.14,4.22,Business,2021-01-27,Default,1,17.92
L017623,B000506,695600,36,27.28,6.98,Debt Consolidation,2024-04-04,Default,1,20.3
L017624,B009762,66800,60,6.0,5.44,Personal,2022-02-26,Active,0,0.56
L017625,B000800,387900,24,24.32,6.69,Debt Consolidation,2025-06-21,Active,0,17.63
L017626,B000211,164400,24,9.0,4.55,Business,2021-07-28,Closed,0,4.45
L017627,B017243,87000,12,12.03,6.75,Auto,2025-02-10,Closed,0,5.28
L017628,B015366,285200,36,14.86,6.65,Home Improvement,2023-03-08,Closed,0,8.21
L017629,B001862,801300,36,16.55,6.86,Debt Consolidation,2023-06-11,Active,0,9.69
L017630,B015235,37400,12,23.3,7.11,Auto,2024-01-30,Closed,0,16.19
L017631,B009708,2000000,36,22.97,7.02,Education,2024-10-22,Active,0,15.95
L017632,B005442,584600,48,20.35,4.87,Education,2021-10-07,Default,1,15.48
L017633,B009085,50200,24,21.88,4.44,Personal,2021-04-30,Default,1,17.44
L017634,B009084,67000,12,8.28,7.07,Home Improvement,2025-05-04,Active,0,1.21
L017635,B002012,137500,36,8.84,6.94,Auto,2025-11-23,Active,0,1.9
L017636,B014835,864200,24,15.35,5.88,Home Improvement,2022-07-08,Closed,0,9.47
L017637,B001725,314600,12,17.34,5.2,Personal,2022-02-19,Active,0,12.14
L017638,B003034,185000,48,13.75,6.62,Personal,2023-02-24,Closed,0,7.13
L017639,B012492,168500,36,17.48,7.09,Debt Consolidation,2023-12-20,Active,0,10.39
L017640,B013747,610200,24,24.07,6.98,Medical,2023-10-23,Active,0,17.09
L017641,B003740,179000,48,18.82,4.12,Auto,2021-02-26,Default,1,14.7
L017642,B000463,841800,36,9.88,4.91,Education,2021-12-07,Closed,0,4.97
L017643,B005681,753800,48,16.54,6.85,Auto,2023-04-20,Active,0,9.69
L017644,B013712,377100,60,19.03,5.8,Debt Consolidation,2022-08-14,Default,1,13.23
L017645,B014768,275600,36,23.79,5.77,Debt Consolidation,2022-09-06,Closed,0,18.02
L017646,B007364,261300,48,11.24,7.0,Debt Consolidation,2025-08-04,Active,0,4.24
L017647,B011829,238900,36,24.73,6.82,Education,2023-07-23,Active,0,17.91
L017648,B000067,378400,36,13.34,6.79,Medical,2025-05-26,Closed,0,6.55
L017649,B010503,118900,36,19.42,6.33,Business,2022-11-11,Default,1,13.09
L017650,B009174,119200,12,12.2,5.33,Personal,2022-01-29,Closed,0,6.87
L017651,B007935,410700,24,13.55,4.42,Home Improvement,2021-04-19,Active,0,9.13
L017652,B010864,181600,48,15.83,7.25,Medical,2025-12-21,Default,1,8.58
L017653,B006194,465900,12,19.17,7.04,Auto,2024-10-28,Active,0,12.13
L017654,B015749,341300,36,15.56,5.89,Debt Consolidation,2022-07-18,Closed,0,9.67
L017655,B017126,1431100,24,17.5,6.77,Home Improvement,2023-05-20,Closed,0,10.73
L017656,B015756,90500,36,21.35,7.24,Business,2025-04-23,Closed,0,14.11
L017657,B007611,890600,60,19.06,5.97,Business,2022-09-30,Default,1,13.09
L017658,B005015,145300,36,16.29,6.78,Debt Consolidation,2023-02-02,Closed,0,9.51
L017659,B006382,734900,36,10.31,5.2,Auto,2022-02-26,Closed,0,5.11
L017660,B003358,268500,12,23.78,6.53,Auto,2023-03-03,Active,0,17.25
L017661,B009773,243600,48,8.85,7.06,Personal,2023-06-12,Active,0,1.79
L017662,B009222,209200,48,13.18,7.17,Medical,2024-03-05,Active,0,6.01
L017663,B009590,113600,36,14.17,6.8,Medical,2024-11-10,Closed,0,7.37
L017664,B015155,107500,48,14.12,4.48,Business,2021-05-16,Closed,0,9.64
L017665,B003236,161900,12,9.6,6.98,Debt Consolidation,2023-05-22,Closed,0,2.62
L017666,B010513,42800,12,10.0,7.1,Education,2024-03-30,Active,0,2.9
L017667,B007355,315400,24,10.94,7.1,Education,2023-12-19,Active,0,3.84
L017668,B006653,210000,24,16.25,6.08,Business,2022-11-07,Default,1,10.17
L017669,B010005,170600,36,21.59,6.75,Personal,2023-01-26,Default,1,14.84
L017670,B014368,1619100,48,16.25,4.37,Home Improvement,2021-06-18,Active,0,11.88
L017671,B002373,145400,24,13.84,5.73,Home Improvement,2022-05-14,Active,0,8.11
L017672,B002777,392400,48,11.96,7.17,Business,2024-03-30,Closed,0,4.79
L017673,B015868,69700,24,16.34,5.05,Debt Consolidation,2021-09-11,Closed,0,11.29
L017674,B016604,170700,36,15.34,7.2,Auto,2025-07-04,Closed,0,8.14
L017675,B005735,84200,36,8.77,6.03,Education,2022-07-15,Closed,0,2.74
L017676,B005830,999600,24,27.32,7.09,Auto,2023-05-24,Default,1,20.23
L017677,B015277,63000,48,24.02,6.98,Medical,2025-12-29,Active,0,17.04
L017678,B008985,146200,36,15.62,6.93,Personal,2023-08-19,Active,0,8.69
L017679,B013342,75900,24,13.66,7.18,Education,2025-12-12,Active,0,6.48
L017680,B011331,347400,24,15.7,7.03,Debt Consolidation,2023-05-28,Closed,0,8.67
L017681,B002083,443100,48,18.35,7.11,Medical,2024-01-27,Active,0,11.24
L017682,B002395,320300,24,9.96,6.04,Home Improvement,2022-09-14,Active,0,3.92
L017683,B012984,240700,48,21.18,6.71,Auto,2024-03-16,Active,0,14.47
L017684,B013328,222000,60,17.52,7.19,Education,2025-07-16,Default,1,10.33
L017685,B015241,238800,12,13.83,7.01,Personal,2023-06-15,Closed,0,6.82
L017686,B015117,153600,12,12.84,7.14,Auto,2025-12-20,Active,0,5.7
L017687,B001106,672200,12,9.7,6.95,Debt Consolidation,2025-05-18,Closed,0,2.75
L017688,B001992,272000,48,12.23,7.01,Auto,2023-09-10,Closed,0,5.22
L017689,B005616,106400,24,11.92,5.25,Education,2022-02-11,Default,1,6.67
L017690,B011147,110600,24,14.23,4.29,Auto,2021-04-11,Closed,0,9.94
L017691,B003196,208700,24,10.19,4.76,Business,2021-08-09,Default,1,5.43
L017692,B015859,349600,60,9.08,7.38,Home Improvement,2023-10-30,Closed,0,1.7
L017693,B008688,316900,24,10.15,6.52,Medical,2023-05-02,Default,1,3.63
L017694,B003648,154400,24,21.14,6.79,Business,2023-04-06,Active,0,14.35
L017695,B006433,30100,60,20.27,5.2,Personal,2021-10-05,Default,1,15.07
L017696,B015312,517300,24,10.17,6.17,Medical,2022-09-02,Active,0,4.0
L017697,B013943,370400,24,15.41,7.25,Medical,2025-08-22,Closed,0,8.16
L017698,B000477,195000,36,18.37,6.76,Personal,2024-06-05,Closed,0,11.61
L017699,B005398,197100,36,13.66,6.86,Business,2025-11-14,Active,0,6.8
L017700,B013834,254100,36,14.56,7.08,Medical,2024-09-01,Closed,0,7.48
L017701,B009829,131600,12,16.54,7.35,Business,2024-01-10,Active,0,9.19
L017702,B001357,161400,48,12.6,6.95,Auto,2025-06-23,Closed,0,5.65
L017703,B010080,578000,48,6.69,6.57,Medical,2023-04-15,Closed,0,0.12
L017704,B000346,953400,12,10.99,7.03,Business,2025-12-29,Active,0,3.96
L017705,B004489,227900,12,11.27,7.1,Medical,2025-11-25,Active,0,4.17
L017706,B014372,265800,48,8.27,7.06,Business,2024-04-17,Active,0,1.21
L017707,B008501,37000,24,12.9,4.76,Auto,2021-07-05,Closed,0,8.14
L017708,B017901,144200,36,25.5,5.41,Auto,2022-01-26,Active,0,20.09
L017709,B007928,82600,60,11.33,5.95,Business,2022-09-11,Active,0,5.38
L017710,B013289,230200,60,9.57,6.49,Personal,2022-12-14,Active,0,3.08
L017711,B006733,577700,48,13.69,6.84,Education,2024-04-09,Active,0,6.85
L017712,B013581,129600,60,10.15,6.92,Medical,2023-06-30,Closed,0,3.23
L017713,B001114,690600,24,9.56,7.21,Business,2023-08-11,Active,0,2.35
L017714,B007694,182100,36,13.06,6.77,Debt Consolidation,2023-08-17,Active,0,6.29
L017715,B007094,667700,60,14.9,5.14,Personal,2022-01-04,Closed,0,9.76
L017716,B012397,256900,48,13.52,5.19,Personal,2022-01-08,Closed,0,8.33
L017717,B010154,191300,24,14.77,6.59,Auto,2023-03-25,Active,0,8.18
L017718,B006178,129100,36,11.12,7.05,Personal,2024-02-16,Active,0,4.07
L017719,B017976,424200,24,9.47,3.89,Debt Consolidation,2021-01-22,Closed,0,5.58
L017720,B003145,556700,24,14.57,5.3,Business,2022-02-26,Default,1,9.27
L017721,B011521,225100,48,9.67,6.87,Medical,2024-11-29,Default,1,2.8
L017722,B015782,462300,48,13.2,5.86,Education,2022-05-14,Active,0,7.34
L017723,B010680,57200,48,12.8,6.95,Medical,2025-05-28,Active,0,5.85
L017724,B017164,90600,24,18.79,4.53,Home Improvement,2021-04-06,Default,1,14.26
L017725,B010767,92900,24,13.63,6.66,Medical,2025-08-19,Closed,0,6.97
L017726,B007704,414800,36,19.77,6.37,Medical,2022-12-17,Closed,0,13.4
L017727,B009454,227300,36,11.76,7.17,Medical,2024-06-24,Active,0,4.59
L017728,B008577,72500,12,11.35,7.07,Auto,2023-11-09,Active,0,4.28
L017729,B003416,203100,36,8.24,7.09,Business,2024-06-30,Closed,0,1.15
L017730,B005368,987200,24,12.52,6.84,Debt Consolidation,2024-07-17,Active,0,5.68
L017731,B015167,138300,24,11.82,6.98,Auto,2024-12-31,Default,1,4.84
L017732,B003230,437600,36,14.85,4.52,Medical,2021-05-05,Active,0,10.33
L017733,B017788,87800,60,8.18,6.8,Debt Consolidation,2023-04-09,Active,0,1.38
L017734,B015524,101600,12,11.6,7.19,Business,2023-11-04,Active,0,4.41
L017735,B011408,253300,36,7.0,7.05,Home Improvement,2024-11-12,Active,0,-0.05
L017736,B008949,172200,12,13.5,7.13,Personal,2025-05-17,Closed,0,6.37
L017737,B009461,454300,60,20.1,6.96,Education,2023-04-16,Closed,0,13.14
L017738,B007326,157100,24,12.97,7.15,Personal,2024-02-07,Active,0,5.82
L017739,B003260,101900,36,28.94,6.96,Medical,2024-08-01,Active,0,21.98
L017740,B001842,413400,48,6.63,7.05,Business,2025-07-14,Active,0,-0.42
L017741,B002493,33300,48,18.22,7.13,Auto,2024-08-18,Closed,0,11.09
L017742,B003819,337700,12,17.26,7.14,Auto,2024-02-10,Closed,0,10.12
L017743,B008825,581200,36,13.1,5.0,Medical,2021-11-12,Active,0,8.1
L017744,B013140,599300,24,18.79,4.72,Business,2021-08-14,Active,0,14.07
L017745,B012379,479900,36,6.27,6.13,Personal,2022-11-30,Closed,0,0.14
L017746,B003727,1527200,48,16.3,5.78,Medical,2022-05-26,Active,0,10.52
L017747,B009448,322900,36,19.04,4.19,Business,2021-02-02,Active,0,14.85
L017748,B010254,228900,24,16.86,5.43,Business,2022-02-14,Active,0,11.43
L017749,B000121,166800,36,13.09,6.99,Auto,2025-03-11,Active,0,6.1
L017750,B009566,311100,24,17.84,7.19,Personal,2024-11-17,Active,0,10.65
