borrower_id,income_band,annual_income,employment_type,years_employed,credit_grade,credit_score,region,age
B013895,Low,273792,Salaried,12,B,797,South,25
B013896,Upper-Middle,1415251,Salaried,18,D,551,South,40
B013897,Lower-Middle,544355,Salaried,16,B,723,East,53
B013898,Lower-Middle,376713,Salaried,2,E,502,South,40
B013899,Lower-Middle,581548,Business Owner,18,C,696,West,53
B013900,Middle,785178,Self-Employed,13,G,300,North,55
B013901,Lower-Middle,445972,Salaried,29,D,556,South,46
B013902,Middle,717490,Salaried,23,D,588,East,49
B013903,Middle,917427,Business Owner,9,C,717,North,23
B013904,Middle,878743,Salaried,25,B,803,East,58
B013905,Low,279639,Self-Employed,19,A,873,North,27
B013906,High,2732489,Salaried,12,E,498,Central,54
B013907,Lower-Middle,544878,Salaried,17,G,305,North,54
B013908,Lower-Middle,432126,Freelancer,17,B,754,East,62
B013909,Middle,721505,Salaried,8,G,302,South,35
B013910,Lower-Middle,595919,Salaried,23,D,584,East,36
B013911,Middle,709127,Salaried,6,E,478,West,31
B013912,Low,179816,Salaried,8,G,303,South,46
B013913,Upper-Middle,1468665,Business Owner,14,G,300,West,30
B013914,Low,264904,Self-Employed,17,D,576,North,58
B013915,High,2105108,Freelancer,29,D,578,Central,50
B013916,Middle,920615,Salaried,6,D,586,West,56
B013917,Low,295609,Salaried,25,B,774,Central,42
B013918,Middle,805147,Freelancer,6,C,743,South,56
B013919,Lower-Middle,589760,Salaried,28,E,521,West,25
B013920,High,2102350,Business Owner,7,B,788,East,39
B013921,Upper-Middle,1457143,Self-Employed,25,C,703,South,48
B013922,Middle,953648,Salaried,14,C,683,West,42
B013923,Lower-Middle,437035,Freelancer,17,D,540,East,53
B013924,High,3617414,Salaried,2,B,773,West,24
B013925,Middle,861906,Self-Employed,1,F,392,North,56
B013926,Middle,704107,Salaried,22,E,476,North,28
B013927,Lower-Middle,570106,Self-Employed,8,A,812,West,26
B013928,Lower-Middle,411318,Self-Employed,9,C,635,East,40
B013929,Middle,618299,Salaried,12,A,845,North,56
B013930,Middle,692524,Unemployed,24,B,767,West,34
B013931,Upper-Middle,1639387,Salaried,12,C,671,North,57
B013932,Middle,887436,Salaried,3,C,659,North,31
B013933,Middle,867282,Salaried,28,D,593,East,55
B013934,Middle,635369,Self-Employed,20,C,688,North,27
B013935,Upper-Middle,1615114,Salaried,11,C,683,West,51
B013936,Lower-Middle,483185,Self-Employed,28,G,325,East,54
B013937,Upper-Middle,1104141,Self-Employed,21,F,419,Central,25
B013938,Lower-Middle,432614,Business Owner,26,A,805,East,56
B013939,Middle,726936,Freelancer,17,D,589,North,48
B013940,Upper-Middle,1570401,Freelancer,27,B,746,East,42
B013941,Upper-Middle,1334376,Salaried,10,E,536,West,61
B013942,Lower-Middle,504548,Business Owner,7,E,518,Central,57
B013943,Middle,967013,Salaried,19,D,587,North,36
B013944,Lower-Middle,428336,Salaried,15,D,575,West,61
B013945,Low,281431,Salaried,9,E,436,West,59
B013946,Upper-Middle,1280843,Salaried,29,B,731,Central,27
B013947,Upper-Middle,1252311,Salaried,21,E,478,East,48
B013948,Low,173395,Salaried,3,B,769,Central,57
B013949,High,3401617,Self-Employed,4,A,840,East,26
B013950,Lower-Middle,523298,Freelancer,25,D,617,North,22
B013951,Upper-Middle,1104985,Salaried,20,C,655,North,54
B013952,Upper-Middle,1742584,Salaried,19,A,900,North,25
B013953,Upper-Middle,1302188,Salaried,1,A,819,East,35
B013954,Upper-Middle,1520360,Salaried,8,G,328,Central,39
B013955,High,3695707,Unemployed,15,B,757,East,58
B013956,Middle,801623,Salaried,7,C,662,Central,50
B013957,Lower-Middle,564273,Salaried,26,C,668,East,33
B013958,Lower-Middle,527932,Salaried,29,F,380,West,42
B013959,Upper-Middle,1299840,Salaried,4,A,857,South,41
B013960,Low,217128,Self-Employed,1,D,561,North,30
B013961,High,3211381,Unemployed,10,C,675,West,41
B013962,Lower-Middle,563445,Self-Employed,18,D,590,North,48
B013963,Upper-Middle,1790166,Salaried,8,F,404,Central,26
B013964,Middle,663656,Self-Employed,9,A,837,Central,59
B013965,Upper-Middle,1497209,Freelancer,25,A,885,South,51
B013966,High,3795344,Salaried,21,C,627,North,55
B013967,Lower-Middle,382327,Self-Employed,3,C,682,Central,44
B013968,Middle,800414,Self-Employed,25,F,443,Central,34
B013969,Lower-Middle,510495,Business Owner,13,C,697,East,52
B013970,Upper-Middle,1376625,Salaried,24,E,462,South,60
B013971,Upper-Middle,1136833,Business Owner,19,A,832,East,28
B013972,Lower-Middle,357032,Business Owner,25,A,847,Central,38
B013973,Low,239069,Self-Employed,4,E,461,East,61
B013974,Lower-Middle,596614,Salaried,28,E,472,North,60
B013975,Low,166777,Salaried,10,A,813,West,58
B013976,Upper-Middle,1392684,Business Owner,23,G,327,Central,25
B013977,Lower-Middle,326255,Self-Employed,24,A,877,North,26
B013978,High,3467965,Unemployed,17,F,383,East,62
B013979,High,3581844,Salaried,4,B,751,East,59
B013980,Upper-Middle,1561412,Salaried,6,A,826,West,36
B013981,Middle,864985,Business Owner,22,E,504,East,34
B013982,Lower-Middle,546840,Business Owner,8,B,742,South,40
B013983,Upper-Middle,1574746,Self-Employed,5,D,556,West,21
B013984,Middle,844131,Business Owner,5,E,508,North,57
B013985,High,3375520,Salaried,12,B,790,East,59
B013986,Lower-Middle,332493,Salaried,20,E,493,South,51
B013987,Low,201997,Salaried,17,D,538,Central,28
B013988,High,3253263,Salaried,2,B,788,West,45
B013989,Upper-Middle,1638238,Self-Employed,19,A,810,West,39
B013990,Lower-Middle,362976,Salaried,3,C,639,North,50
B013991,Middle,732212,Freelancer,6,C,660,East,23
B013992,Low,216788,Salaried,15,C,677,West,43
B013993,Middle,964989,Self-Employed,18,E,479,East,56
B013994,Lower-Middle,410499,Self-Employed,9,C,702,North,22
B013995,Lower-Middle,341980,Salaried,14,C,676,East,63
B013996,Lower-Middle,561357,Self-Employed,27,E,491,West,41
B013997,Lower-Middle,419199,Freelancer,8,C,636,West,22
B013998,Middle,945091,Freelancer,24,G,343,South,47
B013999,Lower-Middle,325173,Salaried,3,D,576,East,51
B014000,Middle,978374,Self-Employed,11,F,375,Central,26
B014001,Middle,981959,Salaried,1,F,384,Central,41
B014002,Middle,714406,Salaried,26,C,704,South,30
B014003,Middle,614533,Salaried,0,D,586,West,61
B014004,Lower-Middle,420361,Freelancer,17,B,755,Central,31
B014005,Low,184620,Self-Employed,23,D,566,North,26
B014006,Upper-Middle,1618488,Salaried,13,C,682,East,44
B014007,Upper-Middle,1035105,Unemployed,9,D,545,West,60
B014008,High,2054989,Self-Employed,24,B,764,South,30
B014009,High,3250857,Salaried,21,F,388,South,60
B014010,Middle,926168,Business Owner,29,A,815,Central,31
B014011,Upper-Middle,1027122,Self-Employed,6,E,481,North,61
B014012,Lower-Middle,376213,Salaried,21,F,363,South,39
B014013,Upper-Middle,1487775,Salaried,6,B,745,Central,38
B014014,High,2418107,Salaried,20,C,615,West,55
B014015,Upper-Middle,1520554,Salaried,19,D,563,West,42
B014016,Lower-Middle,485814,Business Owner,23,G,300,East,33
B014017,Lower-Middle,451773,Salaried,22,F,398,South,37
B014018,Lower-Middle,534983,Salaried,12,C,665,West,32
B014019,Lower-Middle,321270,Freelancer,13,G,316,South,40
B014020,Upper-Middle,1085966,Unemployed,22,C,700,South,43
B014021,Middle,651974,Business Owner,5,C,701,East,51
B014022,Lower-Middle,593128,Business Owner,15,D,570,North,36
B014023,Middle,710238,Freelancer,10,E,490,West,32
B014024,Lower-Middle,418127,Business Owner,26,B,735,Central,64
B014025,Middle,707980,Salaried,9,E,485,West,57
B014026,Lower-Middle,521224,Salaried,25,A,884,South,56
B014027,Middle,706025,Salaried,26,C,647,North,36
B014028,Middle,826975,Salaried,3,G,359,West,38
B014029,Upper-Middle,1088025,Salaried,0,D,530,East,50
B014030,Upper-Middle,1650798,Salaried,13,C,674,Central,26
B014031,Lower-Middle,586412,Salaried,12,E,469,East,63
B014032,Middle,742116,Self-Employed,21,C,612,North,30
B014033,Lower-Middle,329421,Salaried,25,B,783,Central,31
B014034,Middle,739742,Salaried,3,D,582,South,55
B014035,Middle,665512,Self-Employed,13,G,321,West,33
B014036,Middle,956039,Salaried,9,C,651,North,41
B014037,High,3921852,Salaried,3,A,869,Central,62
B014038,Lower-Middle,388753,Salaried,10,E,479,Central,29
B014039,Upper-Middle,1607496,Self-Employed,27,C,694,North,25
B014040,Lower-Middle,529066,Freelancer,19,C,658,Central,48
B014041,Middle,911090,Salaried,3,D,604,West,22
B014042,Upper-Middle,1073352,Business Owner,2,F,410,Central,49
B014043,Middle,939552,Freelancer,21,B,798,South,31
B014044,Upper-Middle,1352645,Freelancer,25,B,770,South,35
B014045,Upper-Middle,1657483,Business Owner,29,D,608,East,38
B014046,Lower-Middle,400296,Self-Employed,12,C,678,East,27
B014047,High,3818125,Salaried,12,B,782,West,60
B014048,High,2288734,Salaried,0,D,582,Central,45
B014049,Lower-Middle,354442,Salaried,15,D,582,Central,36
B014050,Low,151820,Salaried,27,D,613,Central,45
B014051,Lower-Middle,386279,Freelancer,2,C,672,South,35
B014052,Upper-Middle,1339501,Salaried,18,C,631,North,41
B014053,High,3487407,Self-Employed,2,C,680,North,27
B014054,Upper-Middle,1051222,Unemployed,5,E,524,North,63
B014055,Lower-Middle,367638,Salaried,20,D,582,West,55
B014056,Low,239987,Salaried,25,C,670,East,35
B014057,Middle,906808,Salaried,5,D,567,South,45
B014058,Lower-Middle,507024,Salaried,24,C,655,West,43
B014059,Low,265153,Salaried,3,F,379,North,23
B014060,Low,266517,Salaried,25,E,485,South,48
B014061,Low,174968,Self-Employed,26,B,726,East,43
B014062,Lower-Middle,385404,Salaried,17,A,801,South,51
B014063,Upper-Middle,1718671,Self-Employed,26,A,848,South,31
B014064,Lower-Middle,518535,Salaried,17,A,870,Central,58
B014065,Lower-Middle,588319,Salaried,1,D,541,West,53
B014066,Middle,987514,Salaried,25,B,816,South,30
B014067,High,1807127,Business Owner,4,D,602,Central,45
B014068,Upper-Middle,1474653,Self-Employed,18,D,586,North,58
B014069,Middle,919297,Salaried,6,A,889,Central,22
B014070,Upper-Middle,1519602,Self-Employed,0,A,840,West,25
B014071,Middle,627280,Salaried,24,A,851,South,57
B014072,Middle,872630,Business Owner,20,D,540,Central,23
B014073,Middle,788579,Unemployed,15,D,583,North,36
B014074,Middle,829392,Salaried,28,C,685,East,59
B014075,Middle,917686,Salaried,9,A,843,East,54
B014076,Lower-Middle,350680,Salaried,15,F,394,Central,35
B014077,Lower-Middle,407292,Business Owner,21,C,641,South,46
B014078,Lower-Middle,315226,Salaried,4,C,708,Central,56
B014079,Lower-Middle,471572,Self-Employed,28,C,625,North,38
B014080,Middle,635240,Freelancer,29,A,893,South,55
B014081,Middle,700847,Salaried,25,E,470,North,57
B014082,Low,262676,Business Owner,14,D,538,South,50
B014083,Lower-Middle,333929,Salaried,16,B,755,West,51
B014084,Lower-Middle,403860,Freelancer,10,C,665,North,30
B014085,Middle,900617,Business Owner,13,D,583,North,57
B014086,Lower-Middle,531119,Salaried,26,C,653,East,39
B014087,Low,262346,Salaried,12,G,349,North,44
B014088,Low,239707,Self-Employed,20,D,596,West,56
B014089,Middle,878691,Self-Employed,8,F,402,West,34
B014090,Lower-Middle,499522,Salaried,13,B,753,West,25
B014091,Middle,818538,Freelancer,21,D,644,North,21
B014092,Middle,754989,Business Owner,11,C,662,East,43
B014093,High,2043519,Freelancer,10,F,397,South,45
B014094,Middle,932725,Salaried,26,D,570,North,27
B014095,Low,224786,Salaried,27,D,610,North,47
B014096,Lower-Middle,534934,Salaried,9,A,852,South,25
B014097,Upper-Middle,1375605,Salaried,3,D,557,West,48
B014098,Lower-Middle,491792,Salaried,13,D,593,East,40
B014099,High,3959245,Salaried,18,C,686,North,64
B014100,Middle,638046,Self-Employed,12,E,474,South,34
B014101,Low,193424,Salaried,1,C,684,North,55
B014102,Lower-Middle,377258,Salaried,29,D,634,North,57
B014103,Upper-Middle,1715555,Self-Employed,5,C,709,Central,62
B014104,High,2072091,Self-Employed,26,D,610,Central,42
B014105,Upper-Middle,1671255,Business Owner,15,B,764,North,43
B014106,Lower-Middle,331341,Self-Employed,20,D,583,East,53
B014107,Upper-Middle,1785685,Salaried,23,F,429,Central,43
B014108,Lower-Middle,343402,Self-Employed,17,B,716,East,50
B014109,Lower-Middle,311166,Self-Employed,29,F,396,South,41
B014110,Middle,966016,Salaried,15,F,382,North,62
B014111,High,3843438,Salaried,22,B,744,North,64
B014112,Lower-Middle,437357,Freelancer,3,A,859,Central,32
B014113,Middle,847537,Salaried,26,E,504,West,26
B014114,Lower-Middle,358262,Salaried,26,G,300,Central,55
B014115,Lower-Middle,586792,Salaried,1,B,718,Central,29
B014116,Low,275911,Freelancer,29,F,427,South,29
B014117,Upper-Middle,1709661,Salaried,7,B,767,West,57
B014118,Low,276774,Freelancer,22,C,665,North,58
B014119,Middle,821676,Business Owner,28,F,376,West,23
B014120,Lower-Middle,399626,Business Owner,8,C,678,West,59
B014121,Middle,997312,Salaried,22,E,469,East,64
B014122,Lower-Middle,419479,Salaried,11,B,747,East,56
B014123,Lower-Middle,591537,Business Owner,21,C,692,East,30
B014124,Middle,693285,Unemployed,24,F,414,Central,35
B014125,Middle,839734,Freelancer,7,B,771,East,49
B014126,High,3011284,Freelancer,25,E,516,East,27
B014127,Lower-Middle,379798,Self-Employed,19,F,372,South,57
B014128,Middle,703879,Salaried,9,E,513,Central,58
B014129,Upper-Middle,1625345,Salaried,25,F,423,North,58
B014130,Lower-Middle,399525,Salaried,20,F,430,West,46
B014131,Upper-Middle,1534620,Salaried,1,B,769,East,61
B014132,High,2958717,Salaried,28,D,582,South,40
B014133,Upper-Middle,1150320,Salaried,17,C,685,East,36
B014134,Middle,712525,Salaried,22,D,608,West,39
B014135,Middle,728806,Salaried,11,E,491,South,32
B014136,Middle,708298,Self-Employed,12,B,783,South,25
B014137,Middle,640662,Self-Employed,10,E,409,Central,41
B014138,High,1818876,Self-Employed,15,C,627,East,49
B014139,Lower-Middle,539945,Business Owner,23,D,605,Central,55
B014140,Upper-Middle,1211461,Salaried,23,C,679,South,43
B014141,Middle,959563,Salaried,16,C,681,Central,64
B014142,Low,153994,Salaried,0,D,569,East,63
B014143,Middle,913656,Salaried,2,D,537,South,27
B014144,Upper-Middle,1239089,Self-Employed,26,E,520,West,50
B014145,Middle,868433,Business Owner,29,E,508,Central,49
B014146,Upper-Middle,1555242,Salaried,4,F,431,South,63
B014147,Lower-Middle,365362,Freelancer,15,E,438,Central,57
B014148,High,2244049,Salaried,26,F,426,South,27
B014149,Middle,940169,Salaried,0,B,784,Central,30
B014150,Upper-Middle,1181548,Freelancer,29,D,594,East,51
B014151,Lower-Middle,336235,Business Owner,4,A,852,East,32
B014152,Lower-Middle,506765,Self-Employed,1,D,564,South,56
B014153,Upper-Middle,1173745,Self-Employed,15,F,414,North,45
B014154,Low,258536,Salaried,28,E,479,North,47
B014155,Lower-Middle,437662,Self-Employed,23,D,598,North,58
B014156,Upper-Middle,1289332,Self-Employed,6,D,569,West,48
B014157,Upper-Middle,1048838,Salaried,18,B,754,West,47
B014158,Upper-Middle,1235506,Salaried,13,F,379,East,27
B014159,Upper-Middle,1209371,Unemployed,13,B,759,Central,58
B014160,High,3441238,Salaried,2,B,761,Central,35
B014161,Middle,800052,Freelancer,9,B,791,East,33
B014162,Middle,965058,Salaried,6,F,403,West,48
B014163,Upper-Middle,1065645,Salaried,29,C,600,North,26
B014164,Middle,804229,Self-Employed,7,D,643,East,41
B014165,Low,186047,Self-Employed,25,C,655,East,49
B014166,Lower-Middle,438841,Salaried,5,A,809,South,58
B014167,Middle,679383,Salaried,1,A,877,South,30
B014168,Upper-Middle,1246348,Salaried,25,A,872,North,55
B014169,Middle,873132,Self-Employed,14,D,572,East,56
B014170,Upper-Middle,1656369,Salaried,29,B,730,East,44
B014171,Upper-Middle,1444478,Self-Employed,5,C,677,North,59
B014172,Lower-Middle,395614,Salaried,9,C,660,East,47
B014173,Middle,745895,Salaried,29,D,581,South,33
B014174,Middle,806012,Salaried,22,F,402,East,49
B014175,Lower-Middle,465377,Salaried,5,A,802,Central,48
B014176,Middle,927532,Business Owner,4,D,566,East,49
B014177,Middle,982477,Unemployed,12,B,748,West,28
B014178,Upper-Middle,1160302,Salaried,28,F,398,South,51
B014179,Middle,969865,Salaried,3,F,401,Central,58
B014180,Low,236848,Freelancer,20,B,719,East,42
B014181,Middle,742528,Salaried,4,B,745,South,43
B014182,Upper-Middle,1150580,Salaried,20,B,753,North,26
B014183,Middle,862001,Self-Employed,24,A,844,Central,35
B014184,Lower-Middle,503471,Salaried,7,B,786,East,63
B014185,High,3778973,Salaried,20,B,778,North,61
B014186,Low,198985,Freelancer,15,B,829,East,21
B014187,Lower-Middle,461388,Self-Employed,1,B,733,South,50
B014188,Lower-Middle,491962,Self-Employed,12,C,693,West,21
B014189,Upper-Middle,1622479,Salaried,22,B,768,North,50
B014190,Upper-Middle,1682656,Salaried,26,C,662,West,62
B014191,Low,260440,Freelancer,24,F,409,North,46
B014192,Upper-Middle,1239670,Freelancer,19,C,700,West,42
B014193,Middle,801356,Business Owner,21,C,663,South,32
B014194,Upper-Middle,1424891,Salaried,8,F,426,Central,56
B014195,Upper-Middle,1783240,Business Owner,20,C,678,East,61
B014196,Upper-Middle,1429362,Salaried,3,B,762,North,37
B014197,Lower-Middle,312164,Self-Employed,6,D,639,Central,51
B014198,Lower-Middle,524947,Self-Employed,24,C,648,Central,39
B014199,High,2666817,Salaried,7,D,598,South,31
B014200,Middle,806901,Salaried,1,E,518,South,52
B014201,Middle,896020,Business Owner,5,D,592,North,46
B014202,High,3919426,Freelancer,13,E,483,West,43
B014203,Upper-Middle,1643914,Salaried,15,C,676,East,56
B014204,Middle,702143,Salaried,19,B,726,North,60
B014205,Upper-Middle,1173246,Self-Employed,17,C,648,West,32
B014206,Low,296632,Salaried,18,C,692,South,51
B014207,Upper-Middle,1170534,Salaried,4,E,476,South,40
B014208,High,2103226,Salaried,3,D,553,Central,44
B014209,Low,284141,Salaried,9,C,680,West,34
B014210,Lower-Middle,433556,Salaried,19,F,388,North,57
B014211,Upper-Middle,1038978,Freelancer,15,C,683,East,21
B014212,Middle,837209,Business Owner,7,G,357,East,44
B014213,Low,205346,Self-Employed,23,A,847,North,41
B014214,Lower-Middle,431366,Salaried,16,D,569,North,34
B014215,Lower-Middle,479770,Self-Employed,24,D,554,Central,35
B014216,Lower-Middle,597539,Salaried,7,D,560,North,26
B014217,Upper-Middle,1088279,Business Owner,23,E,480,East,28
B014218,Middle,694744,Salaried,11,D,543,Central,36
B014219,Upper-Middle,1669105,Self-Employed,4,D,604,South,25
B014220,Low,170479,Salaried,22,F,392,West,48
B014221,Lower-Middle,592128,Business Owner,26,B,774,East,45
B014222,Lower-Middle,398544,Business Owner,7,D,590,West,64
B014223,Upper-Middle,1504118,Salaried,0,E,502,South,61
B014224,High,2231417,Freelancer,25,C,664,South,53
B014225,Lower-Middle,394940,Salaried,16,B,782,East,43
B014226,High,3020646,Salaried,13,B,784,North,48
B014227,Low,294719,Business Owner,8,C,676,East,24
B014228,Lower-Middle,413664,Self-Employed,29,D,550,West,29
B014229,Upper-Middle,1722374,Salaried,8,D,612,Central,52
B014230,Lower-Middle,362525,Salaried,18,B,746,South,52
B014231,High,1878194,Salaried,6,D,605,North,21
B014232,Lower-Middle,552070,Salaried,4,B,771,South,44
B014233,Upper-Middle,1562852,Salaried,14,F,378,Central,34
B014234,Lower-Middle,334637,Salaried,22,E,499,East,53
B014235,Lower-Middle,306276,Salaried,1,B,748,North,48
B014236,Lower-Middle,546269,Self-Employed,18,C,657,South,37
B014237,High,2176456,Business Owner,6,E,524,Central,61
B014238,Middle,791525,Freelancer,3,D,549,Central,42
B014239,Middle,941135,Salaried,29,C,673,North,34
B014240,Low,235425,Salaried,2,D,604,East,44
B014241,Low,285034,Salaried,5,C,672,Central,61
B014242,Low,155563,Salaried,24,F,379,North,36
B014243,Upper-Middle,1339023,Self-Employed,3,F,414,North,31
B014244,Lower-Middle,359046,Salaried,14,B,748,East,46
B014245,Lower-Middle,420490,Self-Employed,9,D,572,North,33
B014246,Middle,904482,Freelancer,20,E,439,East,33
B014247,Middle,957080,Salaried,26,B,785,West,46
B014248,Lower-Middle,344463,Salaried,15,F,416,South,24
B014249,Low,201929,Business Owner,4,C,687,Central,60
B014250,Lower-Middle,433127,Business Owner,24,C,647,Central,28
B014251,Upper-Middle,1198414,Salaried,24,G,300,West,51
B014252,Lower-Middle,359493,Self-Employed,4,D,592,East,42
B014253,Middle,928677,Salaried,1,C,675,North,32
B014254,Low,280131,Self-Employed,3,D,628,South,23
B014255,Upper-Middle,1024338,Business Owner,12,D,596,Central,32
B014256,High,3826690,Salaried,11,E,468,East,38
B014257,Low,268480,Salaried,28,B,736,East,25
B014258,Middle,715474,Self-Employed,15,D,587,West,50
B014259,Lower-Middle,491599,Self-Employed,29,E,507,South,51
B014260,Upper-Middle,1370295,Freelancer,18,E,518,South,43
B014261,Middle,682623,Salaried,29,C,680,South,29
B014262,Middle,644095,Business Owner,7,G,300,Central,45
B014263,Lower-Middle,477238,Business Owner,22,A,839,East,55
B014264,Low,155085,Self-Employed,22,E,460,North,52
B014265,Middle,920938,Salaried,25,C,700,East,37
B014266,Middle,864082,Salaried,22,F,401,South,26
B014267,Upper-Middle,1519890,Self-Employed,8,F,322,East,41
B014268,Upper-Middle,1434629,Salaried,14,F,415,Central,32
B014269,Middle,846715,Salaried,9,B,759,South,54
B014270,Middle,966978,Salaried,14,E,477,South,39
B014271,High,3027602,Freelancer,15,C,676,East,51
B014272,Upper-Middle,1221537,Self-Employed,21,C,676,North,32
B014273,Upper-Middle,1578132,Business Owner,5,F,417,South,30
B014274,High,2538499,Freelancer,29,E,500,North,40
B014275,Lower-Middle,559581,Self-Employed,10,D,588,Central,53
B014276,Middle,776160,Salaried,11,B,750,West,60
B014277,Middle,706669,Salaried,16,D,604,North,59
B014278,Low,161661,Business Owner,8,B,709,South,26
B014279,Middle,733400,Freelancer,12,A,857,North,49
B014280,Lower-Middle,455399,Business Owner,14,F,372,West,33
B014281,Middle,631876,Salaried,1,D,574,North,30
B014282,Lower-Middle,592861,Business Owner,7,A,864,West,59
B014283,Upper-Middle,1484597,Salaried,0,C,661,East,24
B014284,Middle,906491,Salaried,1,C,664,West,45
B014285,Middle,631614,Salaried,29,B,781,Central,55
B014286,Low,210913,Salaried,28,E,458,Central,63
B014287,Middle,754926,Salaried,14,B,779,South,41
B014288,Low,250670,Business Owner,10,B,755,Central,28
B014289,Lower-Middle,441618,Salaried,18,B,794,North,40
B014290,Lower-Middle,375216,Freelancer,15,E,470,North,54
B014291,Upper-Middle,1598592,Salaried,26,B,774,Central,44
B014292,Lower-Middle,508250,Salaried,3,C,681,Central,57
B014293,Middle,763636,Salaried,28,F,354,West,50
B014294,Upper-Middle,1700707,Salaried,22,D,588,South,63
B014295,Lower-Middle,342206,Salaried,28,B,776,East,48
B014296,Upper-Middle,1411296,Salaried,14,E,477,Central,27
B014297,Low,277462,Self-Employed,21,D,613,South,23
B014298,Lower-Middle,511882,Salaried,5,E,458,East,44
B014299,Low,228907,Self-Employed,23,A,820,South,62
B014300,Middle,637811,Salaried,7,B,745,North,38
B014301,High,1876318,Salaried,0,A,829,East,23
B014302,Middle,867809,Salaried,18,D,588,West,47
B014303,Middle,775127,Salaried,8,C,689,South,47
B014304,Lower-Middle,425311,Business Owner,25,C,640,West,24
B014305,High,2660264,Salaried,6,C,657,Central,48
B014306,Middle,669403,Self-Employed,3,C,661,Central,41
B014307,Lower-Middle,468114,Freelancer,9,C,680,Central,28
B014308,High,2636121,Salaried,5,B,729,East,22
B014309,Lower-Middle,321996,Freelancer,26,D,547,West,47
B014310,Lower-Middle,578515,Business Owner,25,F,399,West,34
B014311,Low,224953,Business Owner,18,G,316,Central,30
B014312,Low,187474,Freelancer,21,B,781,East,57
B014313,Upper-Middle,1563246,Salaried,6,C,731,Central,33
B014314,Middle,939868,Self-Employed,27,B,744,East,41
B014315,High,2459544,Salaried,23,D,560,Central,46
B014316,Low,289308,Self-Employed,4,C,681,South,58
B014317,Middle,836469,Salaried,15,F,404,North,60
B014318,Middle,704097,Salaried,19,F,426,South,23
B014319,Middle,881126,Unemployed,3,C,660,South,34
B014320,Middle,847963,Salaried,6,C,649,Central,51
B014321,Middle,969315,Salaried,1,D,599,West,51
B014322,Middle,954204,Salaried,9,D,582,West,23
B014323,Upper-Middle,1482833,Self-Employed,3,E,517,North,33
B014324,Lower-Middle,490014,Salaried,16,B,761,West,27
B014325,Middle,685566,Salaried,4,A,854,West,28
B014326,Middle,898863,Freelancer,11,D,539,Central,56
B014327,Lower-Middle,545911,Salaried,7,C,651,South,64
B014328,Low,298846,Salaried,17,D,601,West,21
B014329,High,2285775,Self-Employed,12,C,723,North,59
B014330,Lower-Middle,466659,Salaried,11,B,797,West,37
B014331,Lower-Middle,591443,Salaried,14,B,804,Central,57
B014332,Middle,887847,Self-Employed,22,E,486,West,62
B014333,Low,199773,Self-Employed,22,C,682,East,41
B014334,Low,156705,Salaried,7,A,859,East,27
B014335,Low,296769,Business Owner,25,B,748,North,28
B014336,Low,246163,Business Owner,2,F,401,East,62
B014337,Lower-Middle,546251,Self-Employed,16,D,586,West,55
B014338,Upper-Middle,1063558,Self-Employed,23,E,469,Central,29
B014339,Lower-Middle,473286,Business Owner,22,F,411,North,58
B014340,Lower-Middle,576187,Salaried,26,A,863,East,32
B014341,Middle,852221,Salaried,10,F,380,South,24
B014342,Lower-Middle,414135,Salaried,24,C,649,South,49
B014343,Lower-Middle,389694,Salaried,27,D,579,West,45
B014344,Lower-Middle,329940,Freelancer,13,C,675,North,21
B014345,Lower-Middle,300964,Salaried,15,D,565,North,45
B014346,Lower-Middle,402940,Salaried,13,D,615,South,52
B014347,Low,235276,Salaried,10,B,829,South,37
B014348,Upper-Middle,1719941,Self-Employed,9,C,758,West,60
B014349,High,3967682,Business Owner,6,B,750,South,37
B014350,Upper-Middle,1078572,Salaried,14,B,748,Central,36
B014351,Low,192975,Business Owner,28,D,560,Central,51
B014352,Upper-Middle,1025209,Salaried,1,D,602,West,47
B014353,Middle,738154,Freelancer,4,B,739,East,62
B014354,Low,248010,Business Owner,20,A,865,West,36
B014355,High,2714621,Salaried,22,G,325,North,26
B014356,Upper-Middle,1649807,Freelancer,21,C,699,Central,51
B014357,Low,160048,Salaried,7,D,603,South,63
B014358,High,3206786,Salaried,24,A,859,East,44
B014359,Low,299777,Salaried,0,D,572,Central,46
B014360,Middle,674880,Salaried,19,E,512,North,43
B014361,Low,294715,Unemployed,29,A,888,North,36
B014362,Low,265231,Business Owner,5,D,586,West,23
B014363,High,2510690,Self-Employed,29,B,768,Central,64
B014364,Middle,769470,Freelancer,25,B,726,Central,50
B014365,Lower-Middle,332025,Salaried,8,D,562,Central,55
B014366,Upper-Middle,1546262,Salaried,11,D,563,East,43
B014367,Upper-Middle,1448944,Business Owner,7,D,568,West,38
B014368,High,2198166,Salaried,19,D,623,Central,35
B014369,High,2956819,Business Owner,23,C,660,North,30
B014370,Upper-Middle,1765293,Salaried,6,D,586,Central,42
B014371,Middle,987221,Salaried,20,C,668,Central,26
B014372,Lower-Middle,538278,Salaried,12,B,776,North,35
B014373,High,2113351,Salaried,6,C,658,East,63
B014374,Low,204511,Salaried,18,F,364,East,32
B014375,Low,241401,Salaried,13,C,697,West,33
B014376,Lower-Middle,352516,Salaried,19,C,679,East,26
B014377,Lower-Middle,562189,Business Owner,19,D,605,Central,60
B014378,Middle,875962,Salaried,9,E,518,East,30
B014379,Upper-Middle,1219253,Salaried,9,E,470,East,56
